7316504,鳥と卵の専門店 鳥玉,とりとたまごのせんもんてんとりたま
7062683,三竹寿 宜野湾店,さんちくじゅぎのわんてん
6117470,麺あがり,めんあがり
6404464,我流家,がりゅうや
5514645,琉球新麺 通堂 儀保駅前店,りゅうきゅうしんめん とんどう ぎぼえきまえてん
